Price,Size,Lon,Lat,ZIP
"$1,750",610ft2,-118.1292846,33.9404441,90241
"$1,975",615ft2,-118.52632210641266,34.2455346,91325
"$2,045",815ft2,-118.6058382,34.1684364,91364
"$1,100",2604ft2,-118.491227,34.0194704,90401
"$1,990",625ft2,-118.10193589994032,33.92372550730057,90650
"$1,600",600ft2,-118.3747521,34.1649502,91601
"$5,995",2000ft2,-118.242766,34.0536909,90012
"$1,650",425ft2,-118.4486675,34.1866193,91401
"$2,793",500ft2,-118.2623924,34.1186975,90039
"$2,295",741ft2,-118.40842156704149,34.1522673,91604
"$2,695",680ft2,-118.430254,34.0468546,90025
"$2,595",847ft2,103.7982888,1.3258528,267226
"$2,595",829ft2,-118.536528,34.2006552,91335
"$4,349",1033ft2,-118.4998204,34.2148853,91406
"$3,995",700ft2,-118.4442462,34.0594537,90024
"$2,705",655ft2,-118.2478471,34.1469416,91206
"$1,595",475ft2,-118.31085377419356,34.084985548387095,90038
"$1,995",875ft2,-118.5016166,34.1591324,91436
"$2,945",1020ft2,-118.4486675,34.1866193,91401
"$2,040",535ft2,-118.0014517,34.1483499,91016
"$2,945",1020ft2,-118.4486675,34.1866193,91401
"$2,695",680ft2,-118.430254,34.0468546,90025
$2,2900ft2,-118.242766,34.0536909,90012
"$1,875",800ft2,-118.242766,34.0536909,90012
"$2,685",1007ft2,-117.865339,34.1361187,91741
"$2,625",1113ft2,-105.4630437935865,44.2216189,82718
"$2,755",1008ft2,-118.4489865,34.1508718,91403
"$2,800",810ft2,-118.40106334693878,34.02333328571429,90232
"$2,199",625ft2,-118.0999617,34.0223067,90640
"$1,836",752ft2,-118.1571396,34.6834923,93534
"$1,495",500ft2,-118.4453745,34.2242902,91402
"$1,550",476ft2,-118.5373752263848,34.2408520911085,91324
"$1,834",752ft2,-118.1571396,34.6834923,93534
"$2,729",1080ft2,121.7141386,17.6210145,3500
"$1,990",625ft2,-118.10193589994032,33.92372550730057,90650
"$3,160",856ft2,-118.396466,34.0211224,90232
$99,30000ft2,-98.455696,29.667596,78258
"$2,331",382ft2,-118.49040103913524,34.018776354676696,90401
"$3,430",831ft2,-118.453755,33.968839,90296
"$1,975",625ft2,-118.10193589994032,33.92372550730057,90650
"$3,035",750ft2,-118.3747521,34.1649502,91601
"$2,599",951ft2,-105.4630437935865,44.2216189,82718
"$2,495",725ft2,-118.262356,34.0408575,90015
$149,2700ft2,-98.455696,29.667596,78258
$149,2700ft2,-98.455696,29.667596,78258
"$3,124",984ft2,-118.22407287755102,34.08275155102041,90031
"$3,270",1107ft2,-82.3247742,23.0888462,11000
"$2,163",610ft2,-73.68100245,40.591266950000005,11561
"$2,600",917ft2,-118.4998204,34.2148853,91406
"$2,150",950ft2,-118.3747521,34.1649502,91601
"$1,600",2400ft2,-118.191604,33.7690164,90803
"$3,065",710ft2,-118.396466,34.0211224,90232
"$2,032",725ft2,-118.3314469,34.008441,90008
"$1,675",360ft2,-118.53726616161616,34.17226548484848,91356
"$1,994",478ft2,-118.242766,34.0536909,90012
"$2,187",600ft2,-118.3965758,34.1637147,91607
"$2,187",600ft2,-118.3965758,34.1637147,91607
"$1,525",500ft2,-118.191604,33.7690164,90803
"$1,983",784ft2,-118.49014837369748,34.20713175,91406
"$2,350",525ft2,-118.3747521,34.1649502,91601
"$2,150",600ft2,-118.3406288,33.8358492,90503
"$2,195",950ft2,-118.5016166,34.1591324,91436
"$2,950",836ft2,-122.1349013,37.4240818,94306
"$1,450",650ft2,-118.191604,33.7690164,90803
"$2,180",675ft2,-118.307201,34.1812089,91502
"$2,219",450ft2,-118.6058382,34.1684364,91364
"$2,860",1115ft2,121.7141386,17.6210145,3500
"$3,325",987ft2,-118.430254,34.0468546,90025
"$1,895",450ft2,-118.430254,34.0468546,90025
"$2,240",721ft2,-118.5361872244898,34.241411224489795,91324
"$2,250",880ft2,-82.3247742,23.0888462,11000
"$1,725",468ft2,-115.1716456262077,36.1097264,89158
"$3,510",1400ft2,-118.307201,34.1812089,91502
"$1,755",422ft2,-96.5159408,42.9156667,51011
"$3,045",900ft2,-82.3247742,23.0888462,11000
"$1,500,000",3300ft2,-118.1478291,34.1133062,91030
"$2,322",1018ft2,-118.1434477,34.670445,93534
"$4,907",1550ft2,-118.242766,34.0536909,90012
"$3,525",1255ft2,-118.612108,34.1805799,91367
