Price,Size,Lon,Lat
"$2,494",470ft2,-118.242766,34.0536909
"$2,733",700ft2,-118.44685070595054,34.070877749999994
"$3,234",682ft2,-82.3247742,23.0888462
"$2,550",1415ft2,-118.242766,34.0536909
"$42,000",11000ft2,-117.9859038,35.125801
"$2,331",382ft2,-118.49040103913525,34.018776354676696
"$3,360",909ft2,-82.3247742,23.0888462
"$3,220",800ft2,-118.242766,34.0536909
"$2,335",352ft2,-118.2623924,34.1186975
"$2,060",450ft2,-118.3161262,34.1148012
"$1,295",160ft2,-118.329523,34.0980031
"$1,650",436ft2,-118.329523,34.0980031
$598,250ft2,-118.4179909,33.9823764
"$2,335",352ft2,-118.2623924,34.1186975
"$2,705",960ft2,-118.5369316,34.2345615
"$2,649",864ft2,-73.68100245,40.591266950000005
"$5,140",2164ft2,-118.453755,33.968839
$800,300ft2,-117.7517496,34.0553813
$700,170ft2,149.9319056426781,-36.961491499999994
"$2,667",950ft2,-105.4630437935865,44.221618899999996
"$1,725",650ft2,-118.5978087,34.2011078
"$2,583",1159ft2,-118.2517547,33.8322043
"$3,650",800ft2,-118.242766,34.0536909
"$1,350",237ft2,-118.2097684,34.0436892
"$159,900",1344ft2,-117.888855,33.9170444
"$2,650",950ft2,-118.30786793877552,34.078399918367346
"$2,850",810ft2,-118.40106334693878,34.02333328571429
"$1,700",562ft2,-118.1571396,34.6834923
"$159,900",1344ft2,-117.888855,33.9170444
$700,170ft2,150.2346688,-35.7011849
"$159,900",1344ft2,-117.888855,33.9170444
"$2,873",964ft2,-118.2521002,34.047996
"$2,098",792ft2,-118.5361872244898,34.241411224489795
"$2,470",774ft2,-73.68100245,40.591266950000005
$390,1876ft2,-118.4098875,34.0405878
"$2,095",740ft2,-118.59143265306123,34.2282813877551
"$2,729",1080ft2,121.7141386,17.6210145
"$1,950",300ft2,-118.3715162,34.1417987
"$2,420",900ft2,121.7141386,17.6210145
$950,300ft2,-118.29999116463556,34.05309285
"$2,399",940ft2,-118.111975,34.0159398
"$400,000",2263ft2,-73.7517983,40.9278769
"$2,561",575ft2,-118.4998204,34.2148853
"$3,755",1153ft2,-118.262356,34.0408575
"$2,255",641ft2,-118.25915818784813,34.05749805000001
"$3,721",1170ft2,-118.396466,34.0211224
"$1,595",475ft2,-118.31085377419355,34.084985548387095
"$1,850",750ft2,-118.3415105,34.1010753
"$2,645",724ft2,-73.9865157,40.7476419
"$1,950",844ft2,-118.1435106973105,34.67049049633176
$800,300ft2,-117.7517496,34.0553813
"$2,055",853ft2,-118.1434477,34.670445
"$1,620",440ft2,-118.177701,34.113137
"$1,897",472ft2,-118.4489865,34.1508718
"$3,965",1350ft2,-118.2645198,34.1605626
"$2,431",370ft2,-118.242766,34.0536909
"$5,100",2700ft2,-118.5174342,34.2661558
"$2,595",900ft2,-118.4998204,34.2148853
"$2,808",700ft2,-118.44685070595054,34.070877749999994
"$1,250",200ft2,-118.29475530799803,33.82944295
"$1,900",679ft2,-118.4489865,34.1508718
"$1,250",200ft2,-118.45019146311283,34.0456826
"$1,935",472ft2,-118.4489865,34.1508718
"$1,775",555ft2,-118.49014837369748,34.20713175
"$38,000",108900ft2,-116.3492892,34.1351778
"$2,150",670ft2,-118.491227,34.0194704
"$3,500",1348ft2,-118.2512228,34.0550659
"$2,878",931ft2,-118.2517547,33.8322043
"$1,775",895ft2,-118.143318,34.703864
"$2,295",950ft2,-118.3406288,33.8358492
"$1,647",989ft2,-118.12463073469388,34.673705653061226
$950,250ft2,-117.8891164,34.0877926
"$2,800",810ft2,-118.40106334693878,34.02333328571429
"$3,160",856ft2,-118.396466,34.0211224
"$2,605",700ft2,-118.3161262,34.1148012
$995,3700ft2,-118.290485,33.8098085
"$1,695",395ft2,121.7141386,17.6210145
"$7,500",2582ft2,-118.3747521,34.1649502
"$2,293",792ft2,-118.5361872244898,34.241411224489795
"$3,183",700ft2,-118.2623924,34.1186975
"$6,500",2450ft2,-88.80798382506958,14.6151189
"$2,163",610ft2,-73.68100245,40.591266950000005
"$4,500",1540ft2,-118.3872871,34.1499888
"$2,808",700ft2,-118.44685070595054,34.070877749999994
"$2,533",603ft2,-82.3247742,23.0888462
"$1,700",562ft2,-118.1571396,34.6834923
$850,250ft2,-118.5369316,34.2345615
"$4,575",877ft2,-118.453755,33.968839
"$2,698",985ft2,121.7141386,17.6210145
"$2,295",741ft2,-2.8830135,53.2642217
"$2,187",600ft2,-118.3965758,34.1637147
"$2,187",600ft2,-118.3965758,34.1637147
"$6,995",2905ft2,-118.3965758,34.1637147
"$4,195",1900ft2,-118.4486675,34.1866193
"$2,755",1008ft2,-118.4489865,34.1508718
"$4,352",1100ft2,-118.38343364574519,34.08691295
"$3,671",1170ft2,-118.396466,34.0211224
"$3,695",1700ft2,-118.3415105,34.1010753
"$1,400",110ft2,-118.536528,34.2006552
"$1,799",630ft2,-118.532237,34.2299673877551
"$3,500",1500ft2,-73.68100245,40.591266950000005
"$1,550",500ft2,-118.536567,34.1689295
"$2,500",855ft2,-118.307201,34.1812089
"$2,327",883ft2,-118.1434477,34.670445
"$1,845",700ft2,-118.4486675,34.1866193
"$2,495",850ft2,-118.3747521,34.1649502
"$2,326",647ft2,-118.2521002,34.047996
"$1,495",500ft2,-118.31234551020408,34.07278073469388
"$2,581",917ft2,-118.60660503062986,34.247065622139914
"$3,199",1119ft2,-118.22407287755102,34.08275155102041
$620,120ft2,-118.5369316,34.2345615
"$2,105",751ft2,-117.905339,33.9761238
"$4,907",1550ft2,-118.242766,34.0536909
"$1,905",618ft2,-118.3961877,34.1483989
"$2,385",850ft2,-3.5881102773279347,37.176059949999996
"$3,088",700ft2,-118.2623924,34.1186975
"$1,550",500ft2,-118.536567,34.1689295
"$4,000",750ft2,-118.242766,34.0536909
"$1,550",500ft2,-118.536567,34.1689295
"$2,706",721ft2,-118.242766,34.0536909
"$1,475",350ft2,-118.536567,34.1689295
"$2,215",627ft2,-96.5159408,42.9156667
"$2,630",750ft2,-117.8067257,34.1066756
"$1,983",784ft2,-118.49014837369748,34.20713175
"$1,850",500ft2,-118.53726616161617,34.17226548484848
"$2,500",1105ft2,-3.5881102773279347,37.176059949999996
"$2,099",650ft2,121.7141386,17.6210145
"$4,195",1900ft2,-118.4486675,34.1866193
"$3,781",1224ft2,-118.2517547,33.8322043
"$3,895",1290ft2,-118.5010456,34.1938237
"$3,220",800ft2,-118.242766,34.0536909
"$3,345",800ft2,-118.242766,34.0536909
"$4,159",1400ft2,-118.2645198,34.1605626
"$3,085",788ft2,-118.3961877,34.1483989
"$1,500",450ft2,-118.36440255820173,34.024548550000006
"$3,225",1218ft2,-118.25915818784813,34.05749805000001
"$2,850",810ft2,-118.40106334693878,34.02333328571429
$660,130ft2,-117.8067257,34.1066756
"$2,143",656ft2,-118.5361872244898,34.241411224489795
"$3,895",1290ft2,-118.5010456,34.1938237
"$2,250",478ft2,-118.2521002,34.047996
"$2,499",901ft2,-118.05540636076186,33.90591818324376
"$1,325",350ft2,-118.191604,33.7690164
"$2,060",450ft2,-118.3161262,34.1148012
"$3,554",1306ft2,-118.588921,34.184485
"$1,950",844ft2,-118.1435106973105,34.67049049633176
$600,100ft2,-118.36454561390488,33.9449271
"$1,890",700ft2,-118.45099284249528,34.2507302
"$2,470",774ft2,-73.68100245,40.591266950000005
"$3,695",1700ft2,-118.3415105,34.1010753
"$7,500",2582ft2,-118.3747521,34.1649502
"$2,300",750ft2,-118.25148718346148,34.23259955
"$3,495",1600ft2,-118.35773977206304,34.0725841
"$3,000",950ft2,-118.4993248,34.2109337
"$1,850",750ft2,-118.242766,34.0536909
"$3,000",950ft2,-118.4993248,34.2109337
"$1,695",600ft2,-73.6765187,40.7809343
"$3,000",950ft2,-118.4993248,34.2109337
"$3,285",1154ft2,-118.542586,34.3916641
"$3,000",950ft2,-118.242766,34.0536909
"$3,383",870ft2,-118.242766,34.0536909
"$2,247",701ft2,-105.4630437935865,44.221618899999996
"$5,650",674ft2,-118.491227,34.0194704
"$3,977",1463ft2,-118.3961877,34.1483989
"$2,159",830ft2,-118.177701,34.113137
"$2,495",600ft2,-118.2875062,34.1076561
"$2,612",414ft2,-118.38343364574519,34.08691295
"$2,550",580ft2,-118.431131,34.153143
"$2,419",470ft2,-118.242766,34.0536909
"$2,720",655ft2,-118.4158341,34.0133412
"$2,768",700ft2,-118.44685070595054,34.070877749999994
"$5,650",680ft2,-118.491227,34.0194704
"$3,260",1176ft2,-118.612108,34.1805799
"$2,350",937ft2,-118.4486675,34.1866193
"$1,495",500ft2,-118.31234551020408,34.07278073469388
"$2,000",3000ft2,-118.307201,34.1812089
"$4,195",200ft2,-118.48466671894872,34.221748000000005
"$2,331",382ft2,-118.49040103913525,34.018776354676696
"$2,900",850ft2,-78.9825288,35.0501631
"$2,838",603ft2,-118.4998204,34.2148853
"$2,415",425ft2,-118.2623924,34.1186975
"$3,998",1430ft2,-118.612108,34.1805799
"$1,320",250ft2,-82.3247742,23.0888462
"$1,400",216ft2,-118.430254,34.0468546
"$1,982",650ft2,-118.3961877,34.1483989
"$3,160",788ft2,-118.3961877,34.1483989
"$1,495",900ft2,-118.4156337,33.917028
"$2,729",1080ft2,121.7141386,17.6210145
$650,120ft2,-118.191604,33.7690164
"$1,500",1380ft2,-118.31263737074612,33.92753390048512
"$2,295",792ft2,-118.5361872244898,34.241411224489795
"$1,650",1000ft2,-118.3767660046168,34.0938564
"$2,060",450ft2,-118.3161262,34.1148012
"$2,023",1080ft2,-118.1571396,34.6834923
"$4,495",1480ft2,-118.396466,34.0211224
"$1,595",475ft2,-118.31085377419355,34.084985548387095
"$2,395",900ft2,-118.242766,34.0536909
"$3,450",1600ft2,-118.3739591,34.0829748
"$2,335",352ft2,-118.2623924,34.1186975
"$2,878",931ft2,-118.2484316,33.8468505
$750,150ft2,-117.905339,33.9761238
"$2,125",650ft2,-118.506751,34.221426
"$3,223",800ft2,-118.242766,34.0536909
"$4,220",1090ft2,-118.453755,33.968839
$500,970ft2,-115.148516,36.1672559
"$2,850",810ft2,-118.40106334693878,34.02333328571429
"$2,595",655ft2,-118.4158341,34.0133412
"$2,200",750ft2,-4.1565744,55.742176
"$1,795",470ft2,-118.290485,33.8098085
"$2,007",1080ft2,-118.1571396,34.6834923
"$2,070",498ft2,-118.2521002,34.047996
"$3,199",1119ft2,-118.22407287755102,34.08275155102041
"$5,690",1210ft2,8.9041135,46.4063747
"$3,558",793ft2,-118.242766,34.0536909
"$2,095",450ft2,-118.3715162,34.1417987
"$2,095",740ft2,-118.59143265306123,34.2282813877551
"$3,800",805ft2,8.9041135,46.4063747
"$3,275",865ft2,8.9041135,46.4063747
"$4,235",1371ft2,-88.3847163,44.8751452
"$2,581",917ft2,-118.60660503062986,34.247065622139914
"$1,799",630ft2,-118.532237,34.2299673877551
"$2,163",610ft2,-73.68100245,40.591266950000005
"$1,395",375ft2,-90.5592756,14.6307001
"$2,661",1050ft2,-105.4630437935865,44.221618899999996
$175,90ft2,-118.2875062,34.1076561
"$2,232",675ft2,-118.307201,34.1812089
"$2,295",376ft2,-118.43623000000001,34.28597104166666
"$1,850",700ft2,-118.4489865,34.1508718
"$2,199",625ft2,-118.111975,34.0159398
"$3,800",976ft2,8.9041135,46.4063747
"$3,253",916ft2,-118.22407287755102,34.08275155102041
"$2,500",700ft2,-90.5592756,14.6307001
"$3,080",710ft2,-118.396466,34.0211224
"$2,406",902ft2,121.7141386,17.6210145
"$3,862",1166ft2,-118.242766,34.0536909
"$1,950",844ft2,-118.1435106973105,34.67049049633176
"$1,500",988ft2,-118.1171108,34.5793131
"$2,910",985ft2,-118.25915818784813,34.05749805000001
"$1,655",360ft2,-118.49014837369748,34.20713175
"$2,511",940ft2,-118.5978087,34.2011078
"$1,750",500ft2,-118.329523,34.0980031
"$2,052",668ft2,-118.3961877,34.1483989
"$2,765",600ft2,-112.0743163,33.5555972
"$2,293",792ft2,-118.5361872244898,34.241411224489795
"$1,995",615ft2,-118.329523,34.0980031
"$3,350",940ft2,-118.4158341,34.0133412
"$3,695",750ft2,-118.4740699,34.0521403
"$2,240",853ft2,-118.1434477,34.670445
"$2,715",650ft2,-118.44685070595054,34.070877749999994
"$3,300",1100ft2,-118.3465777,34.1216903
"$2,200",800ft2,-118.1085554,34.0990995
"$3,781",1224ft2,-118.2517547,33.8322043
"$3,300",1117ft2,-118.4998204,34.2148853
"$2,350",600ft2,-118.242766,34.0536909
"$2,525",1056ft2,-118.242766,34.0536909
"$2,350",752ft2,-76.7679626,18.0140946
"$1,800",400ft2,-118.030839,33.9708782
"$2,525",1100ft2,-118.5369316,34.2345615
"$1,775",895ft2,-118.143318,34.703864
"$1,860",632ft2,-3.5881102773279347,37.176059949999996
"$1,683",989ft2,-118.12463073469388,34.673705653061226
"$1,897",472ft2,-118.4489865,34.1508718
"$1,495",450ft2,-118.31234551020408,34.07278073469388
"$2,326",647ft2,-118.2521002,34.047996
"$3,490",2490ft2,-118.06244504834092,34.54370219508009
"$3,162",932ft2,-118.242766,34.0536909
"$3,088",700ft2,-118.2623924,34.1186975
"$2,812",839ft2,-118.242766,34.0536909
"$5,700",1290ft2,-118.307201,34.1812089
"$3,350",940ft2,-118.40712110209813,34.02068178721295
"$2,655",700ft2,-118.3161262,34.1148012
"$1,495",550ft2,-118.242766,34.0536909
"$2,200",800ft2,-118.4486675,34.1866193
"$3,795",1161ft2,-88.80798382506958,14.6151189
"$2,616",450ft2,-118.45837635943644,33.98096325
"$2,200",800ft2,-118.536567,34.1689295
"$1,995",750ft2,-118.5369316,34.2345615
"$2,630",750ft2,-117.8067257,34.1066756
"$2,250",750ft2,-122.1349013,37.4240818
"$2,225",746ft2,-118.242766,34.0536909
"$1,575",450ft2,-118.096735,33.9830688
"$2,150",700ft2,151.2902459,-33.7552752
"$2,045",500ft2,-122.1349013,37.4240818
"$1,750",610ft2,-118.1292846,33.9404441
"$1,975",615ft2,-118.52632210641266,34.2455346
"$2,045",815ft2,-118.6058382,34.1684364
"$1,100",2604ft2,-118.491227,34.0194704
"$1,990",625ft2,-118.10193589994032,33.92372550730057
"$1,600",600ft2,-118.3747521,34.1649502
"$5,995",2000ft2,-118.242766,34.0536909
"$1,650",425ft2,-118.4486675,34.1866193
"$2,793",500ft2,-118.2623924,34.1186975
"$2,295",741ft2,-118.40842156704147,34.1522673
"$2,695",680ft2,-118.430254,34.0468546
"$2,595",847ft2,103.7982888,1.3258528
"$2,595",829ft2,-118.536528,34.2006552
"$4,349",1033ft2,-118.4998204,34.2148853
"$3,995",700ft2,-118.4442462,34.0594537
"$2,705",655ft2,-118.2478471,34.1469416
"$1,595",475ft2,-118.31085377419355,34.084985548387095
"$1,995",875ft2,-118.5016166,34.1591324
"$2,945",1020ft2,-118.4486675,34.1866193
"$2,040",535ft2,-118.0014517,34.1483499
"$2,945",1020ft2,-118.4486675,34.1866193
"$2,695",680ft2,-118.430254,34.0468546
$2,2900ft2,-118.242766,34.0536909
"$1,875",800ft2,-118.242766,34.0536909
"$2,685",1007ft2,-117.865339,34.1361187
"$2,625",1113ft2,-105.4630437935865,44.221618899999996
"$2,755",1008ft2,-118.4489865,34.1508718
"$2,800",810ft2,-118.40106334693878,34.02333328571429
"$2,199",625ft2,-118.0999617,34.0223067
"$1,836",752ft2,-118.1571396,34.6834923
"$1,495",500ft2,-118.4453745,34.2242902
"$1,550",476ft2,-118.53737522638481,34.2408520911085
"$1,834",752ft2,-118.1571396,34.6834923
"$2,729",1080ft2,121.7141386,17.6210145
"$1,990",625ft2,-118.10193589994032,33.92372550730057
"$3,160",856ft2,-118.396466,34.0211224
$99,30000ft2,-98.455696,29.667596
"$2,331",382ft2,-118.49040103913525,34.018776354676696
"$3,430",831ft2,-118.453755,33.968839
"$1,975",625ft2,-118.10193589994032,33.92372550730057
"$3,035",750ft2,-118.3747521,34.1649502
"$2,599",951ft2,-105.4630437935865,44.221618899999996
"$2,495",725ft2,-118.262356,34.0408575
$149,2700ft2,-98.455696,29.667596
$149,2700ft2,-98.455696,29.667596
"$3,124",984ft2,-118.22407287755102,34.08275155102041
"$3,270",1107ft2,-82.3247742,23.0888462
"$2,163",610ft2,-73.68100245,40.591266950000005
"$2,600",917ft2,-118.4998204,34.2148853
"$2,150",950ft2,-118.3747521,34.1649502
"$1,600",2400ft2,-118.191604,33.7690164
"$3,065",710ft2,-118.396466,34.0211224
"$2,032",725ft2,-118.3314469,34.008441
"$1,675",360ft2,-118.53726616161617,34.17226548484848
"$1,994",478ft2,-118.242766,34.0536909
"$2,187",600ft2,-118.3965758,34.1637147
"$2,187",600ft2,-118.3965758,34.1637147
"$1,525",500ft2,-118.191604,33.7690164
"$1,983",784ft2,-118.49014837369748,34.20713175
"$2,350",525ft2,-118.3747521,34.1649502
"$2,150",600ft2,-118.3406288,33.8358492
"$2,195",950ft2,-118.5016166,34.1591324
"$2,950",836ft2,-122.1349013,37.4240818
"$1,450",650ft2,-118.191604,33.7690164
"$2,180",675ft2,-118.307201,34.1812089
"$2,219",450ft2,-118.6058382,34.1684364
"$2,860",1115ft2,121.7141386,17.6210145
"$3,325",987ft2,-118.430254,34.0468546
"$1,895",450ft2,-118.430254,34.0468546
"$2,240",721ft2,-118.5361872244898,34.241411224489795
"$2,250",880ft2,-82.3247742,23.0888462
"$1,725",468ft2,-115.1716456262077,36.1097264
"$3,510",1400ft2,-118.307201,34.1812089
"$1,755",422ft2,-96.5159408,42.9156667
"$3,045",900ft2,-82.3247742,23.0888462
"$1,500,000",3300ft2,-118.1478291,34.1133062
"$2,322",1018ft2,-118.1434477,34.670445
"$4,907",1550ft2,-118.242766,34.0536909
"$3,525",1255ft2,-118.612108,34.1805799
"$4,907",1550ft2,-118.242766,34.0536909
"$2,075",480ft2,-118.38879907069955,34.01483175
"$685,000",3600ft2,-82.2272119,34.9381361
"$4,907",1550ft2,-118.242766,34.0536909
"$4,907",1550ft2,-118.242766,34.0536909
$455,25ft2,-118.448647,33.9776848
"$2,850",810ft2,-118.40106334693878,34.02333328571429
"$3,146",1191ft2,-118.588921,34.184485
$455,25ft2,-118.448647,33.9776848
"$3,895",900ft2,-121.696026,37.9317766
"$2,490",600ft2,-118.23434410881984,34.149130899860964
$580,170ft2,-118.242766,34.0536909
"$1,885",357ft2,-118.242766,34.0536909
"$1,975",625ft2,-118.10193589994032,33.92372550730057
"$1,681",525ft2,-118.4998204,34.2148853
$455,25ft2,-118.448647,33.9776848
"$2,495",850ft2,-118.3747521,34.1649502
"$2,813",682ft2,-118.242766,34.0536909
$455,25ft2,-118.448647,33.9776848
"$1,881",350ft2,-118.430254,34.0468546
"$6,900",3000ft2,-118.4998204,34.2148853
"$2,791",656ft2,-118.242766,34.0536909
"$2,899",955ft2,121.7141386,17.6210145
"$1,950",844ft2,-118.1435106973105,34.67049049633176
"$4,111",1284ft2,-118.2517547,33.8322043
"$1,675",1183ft2,-118.242766,34.0536909
"$2,350",1000ft2,-118.242766,34.0536909
"$2,179",701ft2,-105.4630437935865,44.221618899999996
"$2,000",745ft2,-118.5369316,34.2345615
"$2,495",823ft2,-118.6058382,34.1684364
"$2,499",901ft2,-118.05540636076186,33.90591818324376
"$2,425",850ft2,-118.45099284249528,34.2507302
"$2,150",662ft2,-118.2478471,34.1469416
"$3,915",987ft2,-118.242766,34.0536909
"$1,850",592ft2,-118.5369316,34.2345615
"$1,850",500ft2,-10.797788,6.328034
"$1,599",395ft2,-118.342358,34.100249500000004
"$2,450",1200ft2,-118.4854081,34.2429575
"$2,165",652ft2,-82.3247742,23.0888462
"$3,160",788ft2,-118.3961877,34.1483989
"$2,540",647ft2,-118.4998204,34.2148853
"$2,199",590ft2,-118.251252,34.0628846
"$3,260",1176ft2,-118.612108,34.1805799
"$3,558",802ft2,-118.242766,34.0536909
"$1,707",270ft2,-118.242766,34.0536909
"$2,174",610ft2,-73.68100245,40.591266950000005
"$1,750",550ft2,-118.3747521,34.1649502
"$1,950",700ft2,-118.329523,34.0980031
"$2,430",580ft2,-82.3247742,23.0888462
"$2,700",704ft2,-82.3247742,23.0888462
"$2,200",860ft2,-118.242766,34.0536909
"$4,485",1247ft2,-118.3747521,34.1649502
"$2,300",700ft2,-118.242766,34.0536909
"$2,200",700ft2,-118.242766,34.0536909
"$5,500",1950ft2,-118.242766,34.0536909
"$2,400",860ft2,-118.242766,34.0536909
"$3,049",1117ft2,121.7141386,17.6210145
"$2,500",860ft2,-118.242766,34.0536909
"$2,500",840ft2,-118.242766,34.0536909
"$2,300",900ft2,-118.242766,34.0536909
"$3,385",975ft2,-82.3247742,23.0888462
"$3,065",1100ft2,-82.3247742,23.0888462
"$3,475",1004ft2,-118.2951567,34.0645608
"$2,237",675ft2,-118.307201,34.1812089
"$2,700",704ft2,-82.3247742,23.0888462
"$2,560",675ft2,-82.3247742,23.0888462
